epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,41617.5,1.31634,1.23755,1.05037,1.44432,0.70262,0.71468,0.76027,0.39872,0.69101,0.70481,0.72477,0.33041,1.5677,1.1305,1.14005,1.66265,0.00707687,0.00707687,0.00707687
130,41940.1,1.31983,1.26098,1.05206,1.44089,0.7137,0.71487,0.7746,0.40312,0.69565,0.69344,0.73347,0.33677,1.57259,1.13944,1.1292,1.65089,0.00703625,0.00703625,0.00703625
131,42263.4,1.29462,1.25642,1.04883,1.43836,0.69103,0.69818,0.75567,0.40267,0.67665,0.68466,0.72171,0.33484,1.54505,1.14532,1.13232,1.64492,0.00699547,0.00699547,0.00699547
132,42584.9,1.31895,1.25172,1.0491,1.44495,0.69333,0.72104,0.76539,0.40144,0.67347,0.69964,0.72655,0.3383,1.55183,1.12636,1.12292,1.65096,0.00695454,0.00695454,0.00695454
133,42907.7,1.31933,1.27741,1.04701,1.44543,0.69918,0.71532,0.76695,0.40306,0.68119,0.69799,0.73406,0.33745,1.5547,1.13613,1.12878,1.66513,0.00691345,0.00691345,0.00691345
134,43229.1,1.30427,1.28743,1.0419,1.43963,0.69908,0.71554,0.77042,0.41462,0.67783,0.70361,0.73226,0.34008,1.5367,1.12472,1.13551,1.64072,0.00687222,0.00687222,0.00687222
135,43549.7,1.29162,1.25138,1.02526,1.43437,0.69905,0.718,0.76651,0.41062,0.68875,0.69352,0.72984,0.34331,1.54717,1.11817,1.12416,1.65345,0.00683083,0.00683083,0.00683083
136,43873,1.30571,1.26187,1.03504,1.4413,0.72236,0.71207,0.78186,0.41842,0.70219,0.69568,0.74178,0.35228,1.53957,1.11686,1.12716,1.6422,0.00678931,0.00678931,0.00678931
137,44194.6,1.29794,1.24245,1.00777,1.44087,0.71163,0.70899,0.76921,0.41006,0.68455,0.70137,0.73229,0.34195,1.55013,1.12819,1.12482,1.65763,0.00674764,0.00674764,0.00674764
138,44517.1,1.29638,1.27496,1.01036,1.44028,0.68656,0.71739,0.7739,0.41018,0.66171,0.71124,0.73622,0.34391,1.55627,1.12141,1.10914,1.6612,0.00670583,0.00670583,0.00670583
139,44839.5,1.30413,1.22353,1.02588,1.44527,0.69962,0.71264,0.76717,0.41306,0.67732,0.70504,0.73149,0.34441,1.55032,1.12306,1.12031,1.65985,0.0066639,0.0066639,0.0066639
140,45160.1,1.29532,1.26809,1.02704,1.43278,0.70205,0.71055,0.76386,0.41294,0.67713,0.70512,0.73348,0.34433,1.53396,1.11687,1.10968,1.642,0.00662183,0.00662183,0.00662183
141,45482.2,1.29105,1.28249,1.02859,1.43625,0.69432,0.72452,0.76158,0.40295,0.67562,0.70688,0.72644,0.336,1.55168,1.12231,1.12232,1.66958,0.00657963,0.00657963,0.00657963
142,45804.9,1.29447,1.22773,1.01937,1.45161,0.70718,0.70789,0.76206,0.40285,0.68841,0.69439,0.72541,0.33616,1.56525,1.11177,1.12666,1.6865,0.00653732,0.00653732,0.00653732
143,46124.9,1.30053,1.25224,1.01718,1.42862,0.7254,0.72245,0.77553,0.40764,0.70888,0.71165,0.74064,0.34483,1.54974,1.11779,1.11141,1.66432,0.00649488,0.00649488,0.00649488
144,46447,1.28396,1.22077,1.0067,1.4212,0.72005,0.7193,0.77277,0.41242,0.70586,0.70749,0.74092,0.34688,1.53846,1.11901,1.10481,1.63207,0.00645233,0.00645233,0.00645233
145,46769.1,1.3031,1.24986,1.01988,1.43582,0.69902,0.73806,0.78326,0.42026,0.68211,0.72011,0.74539,0.34923,1.52537,1.11645,1.11373,1.61763,0.00640966,0.00640966,0.00640966
146,47089.4,1.28887,1.20978,1.0075,1.42455,0.71036,0.72944,0.77818,0.41659,0.68694,0.72526,0.74327,0.34612,1.53218,1.12616,1.12396,1.63754,0.00636688,0.00636688,0.00636688
147,47411.4,1.28011,1.2338,0.99832,1.42397,0.68738,0.73731,0.77505,0.41263,0.68122,0.71982,0.74352,0.34756,1.53486,1.10165,1.11973,1.64724,0.006324,0.006324,0.006324
148,47732.8,1.28584,1.24095,1.01096,1.42464,0.69349,0.73555,0.77515,0.41339,0.6843,0.71246,0.74358,0.35089,1.53145,1.09467,1.12383,1.6448,0.00628101,0.00628101,0.00628101
149,48054.5,1.28325,1.21852,0.99495,1.41975,0.69439,0.74085,0.78782,0.42269,0.68088,0.72942,0.75387,0.3574,1.52193,1.11064,1.10509,1.62645,0.00623793,0.00623793,0.00623793
150,48377.7,1.28314,1.19744,1.00594,1.4307,0.71211,0.71247,0.77416,0.41452,0.69569,0.70113,0.73629,0.35041,1.52774,1.11217,1.11206,1.63348,0.00619475,0.00619475,0.00619475
151,48698.2,1.28487,1.21351,0.99577,1.42295,0.69897,0.71099,0.77254,0.41659,0.67154,0.70216,0.73266,0.34758,1.5197,1.10421,1.11079,1.64121,0.00615148,0.00615148,0.00615148
152,49020,1.27925,1.23299,0.9958,1.41728,0.68797,0.73202,0.77569,0.4169,0.66796,0.71803,0.7383,0.34853,1.51717,1.10497,1.10955,1.61711,0.00610812,0.00610812,0.00610812
153,49342.5,1.28111,1.2123,0.9985,1.41749,0.7123,0.73262,0.78864,0.42186,0.69166,0.72581,0.75225,0.35136,1.51057,1.09801,1.11421,1.61572,0.00606467,0.00606467,0.00606467
154,49663.1,1.26515,1.25341,0.9897,1.41624,0.72654,0.72975,0.79541,0.4318,0.70556,0.72244,0.76123,0.36019,1.50451,1.10168,1.09498,1.62207,0.00602114,0.00602114,0.00602114
155,49984.2,1.28396,1.20664,0.99552,1.4247,0.72545,0.72393,0.78809,0.42796,0.69886,0.70883,0.74655,0.35452,1.49536,1.10347,1.10657,1.61165,0.00597754,0.00597754,0.00597754
156,50306.4,1.26799,1.18017,0.99134,1.41499,0.71148,0.7319,0.7885,0.43231,0.68668,0.72159,0.75313,0.36344,1.49616,1.08849,1.09958,1.61655,0.00593386,0.00593386,0.00593386
157,50627.4,1.27479,1.21151,0.99285,1.41712,0.70161,0.71321,0.78141,0.42704,0.67953,0.71463,0.74056,0.35729,1.49405,1.08468,1.11998,1.61852,0.0058901,0.0058901,0.0058901
158,50949.9,1.28417,1.24203,1.00619,1.43032,0.70806,0.73376,0.79398,0.43204,0.69068,0.71174,0.75527,0.3624,1.49672,1.08675,1.09665,1.62258,0.00584628,0.00584628,0.00584628
159,51270.9,1.24365,1.21598,0.96446,1.40571,0.72394,0.74389,0.80482,0.43928,0.70287,0.73069,0.77033,0.3669,1.48532,1.08279,1.08112,1.61021,0.0058024,0.0058024,0.0058024
160,51591.3,1.25065,1.21368,0.97283,1.40179,0.72434,0.73987,0.79805,0.43439,0.70676,0.7327,0.76354,0.36037,1.48717,1.08148,1.08056,1.61053,0.00575846,0.00575846,0.00575846
161,51913.7,1.25565,1.20073,0.97074,1.40708,0.72568,0.74483,0.80124,0.43615,0.712,0.73206,0.7709,0.36752,1.49131,1.0785,1.0784,1.61351,0.00571445,0.00571445,0.00571445
162,52234.1,1.2797,1.19118,0.99005,1.42907,0.71649,0.73193,0.7959,0.4367,0.69856,0.71506,0.75594,0.36654,1.48156,1.07838,1.08974,1.60744,0.0056704,0.0056704,0.0056704
163,52554.4,1.25859,1.178,0.96315,1.40428,0.71808,0.74144,0.80243,0.44379,0.70542,0.73363,0.77405,0.37174,1.47145,1.07118,1.08367,1.59686,0.00562629,0.00562629,0.00562629
164,52876.7,1.26624,1.21059,0.96969,1.40616,0.70973,0.74886,0.7988,0.44117,0.70059,0.73612,0.76696,0.3707,1.46957,1.08186,1.07812,1.59657,0.00558214,0.00558214,0.00558214
165,53197.3,1.2547,1.21767,0.96976,1.41687,0.69864,0.75273,0.79055,0.43309,0.6835,0.74403,0.75945,0.36738,1.47802,1.07544,1.09203,1.60989,0.00553795,0.00553795,0.00553795
166,53518.1,1.2373,1.19355,0.93016,1.39875,0.69008,0.7471,0.79099,0.43506,0.67632,0.73484,0.76037,0.36792,1.47654,1.0656,1.09631,1.61391,0.00549371,0.00549371,0.00549371
167,53840.1,1.23763,1.19391,0.94131,1.39719,0.70827,0.74833,0.79521,0.43485,0.69325,0.73583,0.76482,0.36773,1.47733,1.06465,1.08653,1.62157,0.00544945,0.00544945,0.00544945
168,54160.7,1.24755,1.15342,0.95748,1.40357,0.72606,0.75069,0.80647,0.44056,0.7068,0.7457,0.77498,0.36933,1.47605,1.06621,1.07371,1.61071,0.00540514,0.00540514,0.00540514
169,54482.8,1.2626,1.18938,0.95233,1.40729,0.73073,0.75114,0.80928,0.44585,0.70829,0.74641,0.77849,0.36968,1.48231,1.0666,1.06415,1.60426,0.00536081,0.00536081,0.00536081
170,54807.4,1.24326,1.19197,0.95054,1.40293,0.73627,0.7488,0.81625,0.4473,0.71713,0.7365,0.77867,0.37344,1.4811,1.06371,1.05176,1.60663,0.00531646,0.00531646,0.00531646
171,55134,1.23944,1.19991,0.95845,1.39843,0.709,0.7564,0.80492,0.4422,0.69776,0.74608,0.77393,0.37326,1.46707,1.06559,1.07195,1.59809,0.00527208,0.00527208,0.00527208
172,55462.1,1.27255,1.19371,0.95642,1.41896,0.70043,0.75094,0.80354,0.45122,0.69933,0.73898,0.7787,0.37727,1.45795,1.06043,1.08002,1.59068,0.00522769,0.00522769,0.00522769
173,55785.5,1.25186,1.19434,0.95913,1.41619,0.71011,0.7422,0.80032,0.44624,0.69472,0.7408,0.77536,0.37382,1.46991,1.05861,1.06364,1.60633,0.00518328,0.00518328,0.00518328
174,56109.4,1.25671,1.1898,0.93755,1.40405,0.7131,0.74442,0.80801,0.45293,0.69987,0.73174,0.77834,0.3795,1.46638,1.05314,1.06124,1.60041,0.00513886,0.00513886,0.00513886
175,56430.9,1.25843,1.18692,0.9619,1.40817,0.7271,0.72692,0.80731,0.45283,0.71152,0.71606,0.77381,0.37505,1.45897,1.05442,1.07278,1.5995,0.00509443,0.00509443,0.00509443
176,56752,1.2423,1.19185,0.93903,1.39702,0.73452,0.73551,0.80867,0.44863,0.72028,0.72246,0.7788,0.3748,1.46298,1.0529,1.06312,1.59974,0.00505,0.00505,0.00505
177,57074.6,1.2339,1.16475,0.93683,1.39763,0.72407,0.73613,0.8058,0.44949,0.70892,0.72551,0.77109,0.37796,1.45231,1.05436,1.0663,1.59657,0.00500557,0.00500557,0.00500557
178,57395.7,1.23696,1.23955,0.93632,1.39361,0.72577,0.73954,0.80855,0.44727,0.70642,0.72099,0.77082,0.37606,1.45066,1.05913,1.06032,1.60019,0.00496114,0.00496114,0.00496114
179,57717.6,1.23725,1.16248,0.93494,1.39702,0.74858,0.73565,0.81846,0.45744,0.72889,0.71273,0.7782,0.38062,1.44777,1.05559,1.04728,1.5936,0.00491672,0.00491672,0.00491672
180,58038.7,1.24419,1.15299,0.93505,1.39412,0.72709,0.74835,0.81891,0.46068,0.71135,0.73269,0.77993,0.38277,1.43999,1.05619,1.04329,1.58128,0.00487231,0.00487231,0.00487231
181,58358.8,1.2383,1.17287,0.92261,1.39318,0.72886,0.75264,0.81802,0.45607,0.70808,0.73171,0.77978,0.38127,1.45597,1.05263,1.05246,1.60109,0.00482792,0.00482792,0.00482792
182,58680.1,1.22594,1.16695,0.93657,1.3959,0.72272,0.73865,0.81213,0.4546,0.7073,0.7239,0.77876,0.38255,1.45289,1.04916,1.0538,1.59631,0.00478354,0.00478354,0.00478354
183,59001.8,1.22782,1.18107,0.9177,1.39829,0.73185,0.73051,0.81222,0.45491,0.70749,0.71771,0.77691,0.38261,1.45088,1.04562,1.05088,1.58241,0.00473919,0.00473919,0.00473919
184,59322.3,1.22841,1.1606,0.92511,1.37857,0.72483,0.73757,0.81644,0.46374,0.70367,0.72223,0.78259,0.38918,1.43988,1.04255,1.04397,1.57614,0.00469486,0.00469486,0.00469486
185,59644.2,1.23726,1.17795,0.9457,1.38914,0.73708,0.74485,0.82131,0.46532,0.7023,0.74872,0.7871,0.39061,1.44301,1.0522,1.03561,1.57576,0.00465055,0.00465055,0.00465055
186,59965.8,1.22411,1.15844,0.91298,1.37843,0.73466,0.76043,0.82582,0.46565,0.71558,0.74184,0.78885,0.39195,1.44356,1.04385,1.03123,1.57284,0.00460629,0.00460629,0.00460629
187,60286.3,1.22416,1.1927,0.91086,1.38675,0.72238,0.75826,0.81965,0.46409,0.70222,0.74982,0.78695,0.39049,1.43708,1.04241,1.03157,1.56208,0.00456205,0.00456205,0.00456205
188,60608.4,1.23214,1.16966,0.92577,1.38368,0.72615,0.76819,0.82148,0.46691,0.70624,0.75944,0.78814,0.3898,1.42999,1.04384,1.02509,1.55513,0.00451786,0.00451786,0.00451786
189,60929.8,1.22352,1.15614,0.93613,1.39802,0.72592,0.76323,0.82152,0.46643,0.70716,0.74965,0.78527,0.39082,1.42886,1.03763,1.02876,1.56572,0.00447371,0.00447371,0.00447371
190,61250.6,1.23105,1.13713,0.93147,1.38739,0.74064,0.7538,0.81731,0.46115,0.71812,0.74531,0.7873,0.39037,1.4332,1.03775,1.03536,1.57307,0.0044296,0.0044296,0.0044296
191,61572.2,1.21929,1.1562,0.93127,1.38807,0.72227,0.76414,0.81966,0.4636,0.70475,0.75253,0.7862,0.39057,1.43345,1.03528,1.03095,1.57576,0.00438555,0.00438555,0.00438555
192,61893.4,1.21768,1.14566,0.90918,1.37719,0.73225,0.76634,0.82317,0.46598,0.69951,0.76122,0.78991,0.39475,1.42948,1.03505,1.02622,1.56945,0.00434154,0.00434154,0.00434154
193,62214,1.22289,1.15664,0.93038,1.38957,0.73333,0.77214,0.82679,0.4719,0.70243,0.76401,0.79227,0.39793,1.42063,1.03251,1.02211,1.55798,0.0042976,0.0042976,0.0042976
194,62536.1,1.21701,1.13936,0.92418,1.38121,0.71955,0.76285,0.82306,0.47175,0.69997,0.74885,0.78993,0.39759,1.42091,1.02665,1.01744,1.561,0.00425372,0.00425372,0.00425372
195,62855.7,1.20902,1.13641,0.90593,1.36627,0.74009,0.74643,0.82273,0.47121,0.72082,0.73244,0.79311,0.39603,1.41454,1.02174,1.01778,1.55396,0.0042099,0.0042099,0.0042099
196,63177.1,1.21468,1.16373,0.90842,1.3732,0.73967,0.75716,0.82963,0.47143,0.71545,0.74471,0.79235,0.39577,1.41385,1.01856,1.01359,1.55234,0.00416614,0.00416614,0.00416614
197,63497.7,1.20159,1.12833,0.90833,1.36621,0.75437,0.7363,0.82485,0.47071,0.73626,0.73177,0.79117,0.3947,1.41277,1.01764,1.01455,1.54986,0.00412246,0.00412246,0.00412246
198,63817.7,1.1852,1.11796,0.89553,1.36229,0.73507,0.76234,0.82213,0.46986,0.72329,0.75023,0.78947,0.39454,1.40971,1.01411,1.02285,1.54764,0.00407886,0.00407886,0.00407886
199,64138.3,1.19678,1.1627,0.90197,1.36692,0.73773,0.75935,0.82493,0.47315,0.72401,0.7435,0.79313,0.39662,1.40625,1.01045,1.02119,1.54094,0.00403533,0.00403533,0.00403533
200,64460.1,1.19678,1.13398,0.87403,1.36165,0.75397,0.7571,0.82822,0.47245,0.73141,0.74682,0.79701,0.40047,1.40633,1.00558,1.01171,1.54337,0.00399188,0.00399188,0.00399188
201,64780.3,1.2098,1.11373,0.89688,1.37387,0.74507,0.7622,0.82628,0.47251,0.72701,0.75086,0.79848,0.40041,1.4049,1.00853,1.01149,1.54355,0.00394852,0.00394852,0.00394852
202,65101.9,1.21319,1.13378,0.91447,1.37153,0.74642,0.76607,0.82685,0.47239,0.7296,0.75413,0.79669,0.40174,1.40728,1.0072,1.01289,1.55035,0.00390525,0.00390525,0.00390525
203,65422.4,1.19449,1.13124,0.88401,1.37605,0.73141,0.77468,0.82301,0.47158,0.71306,0.76657,0.79456,0.39931,1.41069,1.00636,1.013,1.55867,0.00386207,0.00386207,0.00386207
204,65743,1.19646,1.12127,0.88878,1.36432,0.73381,0.78424,0.83281,0.47729,0.71238,0.76868,0.79986,0.40189,1.40511,1.00377,1.00712,1.55269,0.00381899,0.00381899,0.00381899
205,66064.9,1.20648,1.14057,0.9115,1.3597,0.7362,0.77126,0.82863,0.47563,0.71505,0.75709,0.79498,0.40029,1.39892,1.01028,1.00749,1.54911,0.003776,0.003776,0.003776
206,66386.2,1.17928,1.13422,0.88541,1.35827,0.73592,0.77553,0.82983,0.4771,0.71668,0.77065,0.80161,0.3992,1.40086,1.01304,1.00123,1.54751,0.00373312,0.00373312,0.00373312
207,66706.5,1.18391,1.12396,0.87405,1.35665,0.73139,0.7714,0.8283,0.47767,0.70394,0.76167,0.79404,0.39886,1.39935,1.01442,0.9981,1.54265,0.00369034,0.00369034,0.00369034
208,67028.7,1.18005,1.1132,0.89313,1.3545,0.73081,0.77755,0.82833,0.47905,0.70818,0.77023,0.79646,0.39991,1.3967,1.01142,0.99578,1.54086,0.00364767,0.00364767,0.00364767
209,67349.3,1.19625,1.10689,0.88909,1.35594,0.73224,0.77957,0.82716,0.48021,0.7075,0.77684,0.79982,0.40063,1.39662,1.0083,0.99371,1.53811,0.00360512,0.00360512,0.00360512
210,67669.7,1.19316,1.10609,0.90468,1.36018,0.7323,0.76393,0.82513,0.4798,0.71463,0.759,0.79693,0.40163,1.39388,1.00502,0.99072,1.53281,0.00356268,0.00356268,0.00356268
211,67991.7,1.17899,1.10612,0.87257,1.35063,0.73519,0.76932,0.82874,0.4842,0.71957,0.76136,0.80003,0.40378,1.38813,1.00018,0.9863,1.52578,0.00352037,0.00352037,0.00352037
212,68312.6,1.18114,1.11905,0.87334,1.35159,0.74132,0.76821,0.82984,0.48379,0.7235,0.75608,0.79752,0.40316,1.38617,0.99375,0.9894,1.52575,0.00347817,0.00347817,0.00347817
213,68634.4,1.1641,1.11128,0.87471,1.34641,0.7304,0.7728,0.83085,0.48488,0.72069,0.75981,0.7995,0.40538,1.38179,0.99339,0.98723,1.5237,0.0034361,0.0034361,0.0034361
214,68956.6,1.17493,1.13886,0.86993,1.34911,0.72253,0.77174,0.82955,0.48655,0.70385,0.77119,0.80335,0.40622,1.37996,0.99306,0.98198,1.51936,0.00339417,0.00339417,0.00339417
215,69277.2,1.18581,1.09703,0.87969,1.36001,0.72092,0.7774,0.82821,0.48336,0.70371,0.76397,0.79928,0.40374,1.38069,0.99273,0.98839,1.51813,0.00335236,0.00335236,0.00335236
216,69599.9,1.18106,1.11163,0.8868,1.35033,0.7232,0.7807,0.83089,0.4855,0.70058,0.77209,0.79844,0.40487,1.37716,0.99369,0.98976,1.51525,0.00331069,0.00331069,0.00331069
217,69920.9,1.16089,1.08108,0.8645,1.33916,0.73016,0.78352,0.83585,0.48675,0.71286,0.76753,0.80249,0.40881,1.37216,0.99166,0.98593,1.51179,0.00326917,0.00326917,0.00326917
218,70241.5,1.17891,1.10505,0.86787,1.35117,0.74624,0.75809,0.83509,0.48879,0.72146,0.74867,0.79946,0.40711,1.37402,0.98835,0.9825,1.51789,0.00322778,0.00322778,0.00322778
219,70562.9,1.16744,1.09485,0.85971,1.34814,0.75015,0.76079,0.83769,0.49098,0.73012,0.75344,0.80218,0.409,1.37416,0.98491,0.97818,1.51454,0.00318655,0.00318655,0.00318655
220,70883.9,1.17417,1.12313,0.8666,1.35302,0.7429,0.76457,0.83724,0.49148,0.72196,0.76463,0.80328,0.41159,1.37785,0.9836,0.9725,1.51827,0.00314546,0.00314546,0.00314546
221,71204.6,1.18229,1.13344,0.86633,1.3588,0.74408,0.77935,0.83891,0.49198,0.72468,0.77402,0.81049,0.413,1.37684,0.98196,0.97035,1.51984,0.00310453,0.00310453,0.00310453
222,71525.9,1.18138,1.11173,0.87459,1.35631,0.74944,0.77089,0.83807,0.49138,0.72875,0.76409,0.80598,0.41197,1.37383,0.98182,0.97209,1.51887,0.00306375,0.00306375,0.00306375
223,71846.1,1.16406,1.11461,0.86182,1.34676,0.74664,0.76822,0.8368,0.49368,0.72886,0.76111,0.80578,0.4138,1.36917,0.98178,0.96953,1.51789,0.00302313,0.00302313,0.00302313
224,72167.3,1.17032,1.12966,0.88306,1.34272,0.7404,0.77299,0.83712,0.49211,0.7305,0.76481,0.81086,0.41413,1.36691,0.97898,0.96705,1.51801,0.00298268,0.00298268,0.00298268
225,72488.6,1.14977,1.08985,0.85893,1.32668,0.7341,0.77797,0.83764,0.49384,0.7213,0.77235,0.80856,0.41612,1.36678,0.97984,0.96197,1.51582,0.00294239,0.00294239,0.00294239
226,72810.6,1.16656,1.09831,0.86119,1.34279,0.73878,0.77581,0.83861,0.49407,0.72658,0.76679,0.8107,0.41725,1.36646,0.97744,0.95783,1.5175,0.00290228,0.00290228,0.00290228
227,73131.9,1.16514,1.11838,0.84949,1.35229,0.74038,0.77997,0.84021,0.49395,0.72854,0.76808,0.81029,0.41715,1.36387,0.97904,0.95614,1.51744,0.00286233,0.00286233,0.00286233
228,73454.5,1.15591,1.10413,0.84812,1.33439,0.73518,0.78161,0.84122,0.49696,0.72324,0.77088,0.81231,0.41994,1.36046,0.97702,0.95287,1.51257,0.00282256,0.00282256,0.00282256
229,73774.8,1.15,1.09435,0.83635,1.33355,0.73234,0.77828,0.84004,0.49507,0.70921,0.78274,0.81043,0.41793,1.36149,0.97854,0.95312,1.51528,0.00278298,0.00278298,0.00278298
230,74096.1,1.15455,1.04947,0.8651,1.332,0.72207,0.79291,0.84046,0.49673,0.70481,0.78535,0.8121,0.41813,1.35882,0.98045,0.95138,1.51121,0.00274357,0.00274357,0.00274357
231,74418.6,1.16037,1.10173,0.84526,1.34253,0.72601,0.79079,0.84432,0.49661,0.71008,0.78149,0.81334,0.41705,1.35976,0.98146,0.95345,1.51287,0.00270435,0.00270435,0.00270435
232,74739.1,1.14423,1.08167,0.82923,1.3295,0.72463,0.79419,0.84471,0.49761,0.71246,0.78117,0.81574,0.41733,1.35608,0.9769,0.95366,1.5106,0.00266532,0.00266532,0.00266532
233,75060.9,1.15873,1.07423,0.85332,1.33759,0.72993,0.79221,0.84428,0.49786,0.7171,0.78249,0.81382,0.41785,1.35171,0.97714,0.9508,1.50778,0.00262648,0.00262648,0.00262648
234,75383,1.14851,1.08317,0.83954,1.33058,0.73314,0.79161,0.84419,0.49854,0.71621,0.78635,0.81781,0.41927,1.35426,0.97728,0.94912,1.51164,0.00258784,0.00258784,0.00258784
235,75703.6,1.15201,1.09232,0.86003,1.32899,0.73179,0.79165,0.84436,0.49881,0.72114,0.78628,0.81989,0.42068,1.35169,0.97683,0.94627,1.50987,0.00254939,0.00254939,0.00254939
236,76026.2,1.14757,1.08442,0.83312,1.32582,0.73988,0.78319,0.84355,0.49941,0.72806,0.77338,0.81677,0.42128,1.34641,0.97651,0.94877,1.50745,0.00251115,0.00251115,0.00251115
237,76347.8,1.14704,1.07577,0.83912,1.33068,0.75201,0.77985,0.84506,0.50247,0.74242,0.77141,0.81868,0.42368,1.34425,0.97241,0.94368,1.50397,0.00247311,0.00247311,0.00247311
238,76669.1,1.14592,1.09094,0.83812,1.33085,0.7457,0.78205,0.84313,0.50184,0.73603,0.77489,0.81899,0.42278,1.34599,0.97078,0.94691,1.50571,0.00243528,0.00243528,0.00243528
239,76990.8,1.14193,1.08144,0.83357,1.33018,0.74298,0.78212,0.84412,0.50317,0.72906,0.77233,0.81843,0.42432,1.3414,0.96639,0.94306,1.50382,0.00239766,0.00239766,0.00239766
240,77311.1,1.15121,1.10394,0.85474,1.34066,0.74416,0.78469,0.84601,0.50574,0.7325,0.77246,0.82039,0.42559,1.33876,0.96267,0.94137,1.50232,0.00236025,0.00236025,0.00236025
241,77630.8,1.15882,1.08952,0.84281,1.34146,0.74705,0.78885,0.84618,0.50802,0.73562,0.77899,0.82009,0.42678,1.33378,0.96017,0.93785,1.49651,0.00232306,0.00232306,0.00232306
242,77960.2,1.14412,1.06102,0.81046,1.32706,0.75479,0.78513,0.84952,0.50901,0.74339,0.7734,0.82356,0.42819,1.33243,0.95905,0.93466,1.49431,0.00228609,0.00228609,0.00228609
243,78286.9,1.13471,1.09785,0.8378,1.32031,0.75809,0.77981,0.84865,0.50964,0.74445,0.77351,0.82274,0.4292,1.32876,0.95619,0.93416,1.49078,0.00224934,0.00224934,0.00224934
244,78615.1,1.12412,1.07904,0.81896,1.32641,0.75467,0.7765,0.84732,0.50979,0.73974,0.77854,0.82284,0.42976,1.32741,0.95639,0.93293,1.48928,0.00221282,0.00221282,0.00221282
245,78941.9,1.13508,1.09511,0.82721,1.31918,0.75054,0.785,0.84813,0.50752,0.73346,0.78519,0.82152,0.42884,1.32494,0.95421,0.93497,1.4897,0.00217653,0.00217653,0.00217653
246,79268,1.13261,1.07757,0.81785,1.32363,0.75099,0.78439,0.84857,0.50891,0.73129,0.781,0.82072,0.42878,1.32258,0.9498,0.93095,1.49112,0.00214046,0.00214046,0.00214046
247,79589,1.13208,1.07284,0.83215,1.3186,0.7532,0.79216,0.8506,0.51117,0.73879,0.78082,0.82337,0.43151,1.31869,0.94917,0.9275,1.48889,0.00210464,0.00210464,0.00210464
248,79909.9,1.11908,1.08124,0.82691,1.31089,0.75773,0.77753,0.84993,0.51321,0.74371,0.76947,0.82359,0.43056,1.3162,0.94663,0.92596,1.48653,0.00206904,0.00206904,0.00206904
249,80231.8,1.12774,1.06036,0.82517,1.32223,0.75505,0.77978,0.84983,0.51367,0.74285,0.77649,0.82614,0.43203,1.31357,0.94523,0.92714,1.48262,0.00203369,0.00203369,0.00203369
250,80552,1.11528,1.07597,0.82364,1.31166,0.75683,0.77755,0.85108,0.51568,0.74155,0.78413,0.82874,0.4338,1.30827,0.94317,0.92647,1.47861,0.00199859,0.00199859,0.00199859
251,80873.3,1.13109,1.08976,0.82997,1.31439,0.75366,0.78684,0.85189,0.51504,0.73886,0.78456,0.82824,0.43512,1.30645,0.94165,0.92411,1.47737,0.00196373,0.00196373,0.00196373
252,81194,1.11299,1.04246,0.83211,1.31595,0.74797,0.78454,0.85148,0.51524,0.73974,0.78029,0.82856,0.43643,1.30572,0.93993,0.92204,1.4775,0.00192911,0.00192911,0.00192911
253,81516.5,1.10453,1.07475,0.81672,1.30214,0.74533,0.79007,0.85213,0.51529,0.73833,0.78425,0.8304,0.43464,1.3035,0.93729,0.92299,1.4749,0.00189475,0.00189475,0.00189475
254,81837.4,1.1152,1.05703,0.80702,1.30754,0.74536,0.78872,0.85278,0.51688,0.73422,0.78848,0.83229,0.43595,1.30006,0.93504,0.9214,1.47126,0.00186064,0.00186064,0.00186064
255,82159.6,1.11816,1.06998,0.81645,1.30614,0.73498,0.7953,0.85179,0.51762,0.71945,0.80486,0.83211,0.43769,1.29627,0.93322,0.92098,1.468,0.00182679,0.00182679,0.00182679
256,82482.8,1.12389,1.06461,0.80672,1.31518,0.72954,0.80559,0.85136,0.51923,0.72271,0.80397,0.83033,0.43638,1.29402,0.93257,0.92105,1.46671,0.0017932,0.0017932,0.0017932
257,82804.1,1.09956,1.05249,0.80305,1.306,0.72887,0.80279,0.85212,0.51848,0.72042,0.80224,0.83059,0.43849,1.29344,0.93099,0.92045,1.46761,0.00175988,0.00175988,0.00175988
258,83122.8,1.09921,1.08541,0.8067,1.30451,0.73521,0.79372,0.85393,0.52023,0.72195,0.80112,0.83192,0.4394,1.29153,0.93011,0.91768,1.46591,0.00172681,0.00172681,0.00172681
259,83442.3,1.09686,1.05281,0.81019,1.30931,0.74311,0.79037,0.85369,0.52148,0.72892,0.79525,0.83194,0.44105,1.29032,0.92953,0.91712,1.46363,0.00169402,0.00169402,0.00169402
260,83764.5,1.10053,1.05534,0.79724,1.30846,0.74026,0.803,0.85499,0.52208,0.73483,0.79902,0.83427,0.44081,1.2894,0.92874,0.91618,1.46081,0.00166149,0.00166149,0.00166149
