epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
261,84085,1.10745,1.05059,0.79732,1.31088,0.74607,0.79946,0.8543,0.52291,0.73317,0.80052,0.83256,0.44115,1.28871,0.92776,0.91614,1.46018,0.00162924,0.00162924,0.00162924
262,84405.9,1.1114,1.05618,0.79011,1.31194,0.74985,0.78624,0.85511,0.52343,0.74275,0.7784,0.83467,0.44131,1.2895,0.92662,0.91619,1.4624,0.00159726,0.00159726,0.00159726
263,84729.1,1.10946,1.04831,0.8064,1.30596,0.74934,0.78939,0.85595,0.52371,0.74559,0.77419,0.8346,0.44227,1.28804,0.92512,0.9179,1.46223,0.00156557,0.00156557,0.00156557
264,85048.3,1.10487,1.05457,0.81038,1.30464,0.73914,0.79759,0.85353,0.52304,0.73475,0.79233,0.83497,0.44324,1.28695,0.92415,0.91739,1.46014,0.00153415,0.00153415,0.00153415
265,85369.7,1.10246,1.03392,0.79096,1.29411,0.73995,0.79721,0.85454,0.52522,0.73473,0.79126,0.83611,0.44396,1.28596,0.9227,0.91719,1.46005,0.00150301,0.00150301,0.00150301
266,85690.9,1.10901,1.05617,0.80848,1.3062,0.73953,0.80147,0.8567,0.52543,0.73459,0.79084,0.83721,0.44447,1.28413,0.92263,0.91613,1.4585,0.00147217,0.00147217,0.00147217
267,86010.3,1.09287,1.05388,0.80069,1.291,0.74067,0.79586,0.85789,0.52533,0.73501,0.78677,0.83722,0.44373,1.28534,0.92208,0.9158,1.45765,0.00144161,0.00144161,0.00144161
268,86330.9,1.09661,1.04051,0.79865,1.3,0.74529,0.79878,0.8573,0.52606,0.73821,0.79113,0.8384,0.44575,1.2846,0.92199,0.91513,1.45668,0.00141134,0.00141134,0.00141134
269,86651.7,1.08305,1.02685,0.78996,1.28376,0.74698,0.80205,0.85867,0.52662,0.73824,0.79127,0.83851,0.44626,1.28367,0.91953,0.91468,1.45571,0.00138136,0.00138136,0.00138136
270,86972.7,1.0867,1.01954,0.79654,1.30184,0.75124,0.79726,0.85892,0.52789,0.74173,0.7855,0.83727,0.44794,1.28297,0.91765,0.91361,1.45587,0.00135168,0.00135168,0.00135168
271,87294.1,1.09243,1.04401,0.78788,1.2975,0.75096,0.79627,0.85807,0.52773,0.74294,0.7862,0.83759,0.44801,1.28148,0.9163,0.91277,1.45457,0.0013223,0.0013223,0.0013223
272,87616.3,1.10513,1.07293,0.79166,1.29888,0.75369,0.79315,0.85849,0.52882,0.75029,0.78081,0.83932,0.44843,1.28091,0.91522,0.91102,1.45339,0.00129321,0.00129321,0.00129321
273,87936.1,1.10425,1.04478,0.79353,1.29851,0.75079,0.79575,0.85833,0.52828,0.74472,0.78655,0.83899,0.44812,1.28008,0.91429,0.91084,1.45264,0.00126443,0.00126443,0.00126443
274,88257.8,1.08421,1.04207,0.79279,1.284,0.75155,0.79662,0.85887,0.5288,0.7455,0.78854,0.84133,0.44847,1.27892,0.91307,0.90956,1.45183,0.00123596,0.00123596,0.00123596
275,88579.5,1.09716,1.01908,0.79416,1.29655,0.74916,0.80256,0.85977,0.52909,0.74217,0.79491,0.84236,0.44919,1.27757,0.91213,0.90938,1.45026,0.00120779,0.00120779,0.00120779
276,88899.6,1.08156,1.04161,0.78117,1.28699,0.74926,0.80017,0.8608,0.52995,0.7442,0.79478,0.84431,0.44979,1.27574,0.91097,0.91126,1.45093,0.00117993,0.00117993,0.00117993
277,89220,1.07315,1.04144,0.77408,1.28923,0.75063,0.7993,0.86184,0.53062,0.74435,0.79259,0.84464,0.45013,1.27407,0.90889,0.91117,1.45022,0.00115239,0.00115239,0.00115239
278,89540.7,1.08006,1.04843,0.77592,1.28818,0.75155,0.80456,0.86216,0.53078,0.74579,0.79463,0.84517,0.45038,1.27307,0.90802,0.91097,1.44884,0.00112516,0.00112516,0.00112516
279,89864.4,1.09521,1.05125,0.79456,1.29124,0.75258,0.79912,0.86182,0.53061,0.74722,0.79243,0.84454,0.4499,1.27188,0.90762,0.91113,1.44835,0.00109824,0.00109824,0.00109824
280,90193.1,1.07427,1.01761,0.77298,1.28064,0.75721,0.79182,0.86232,0.53079,0.75156,0.79407,0.84819,0.45108,1.2719,0.90681,0.91056,1.4483,0.00107164,0.00107164,0.00107164
281,90513.2,1.07657,1.02427,0.76687,1.27983,0.75677,0.79572,0.86241,0.53189,0.75279,0.79161,0.84789,0.45264,1.27062,0.9059,0.90878,1.44703,0.00104537,0.00104537,0.00104537
282,90832.8,1.07278,1.01708,0.78561,1.27903,0.76062,0.79217,0.86256,0.5332,0.7562,0.78735,0.84698,0.4521,1.26924,0.90559,0.90804,1.44629,0.00101941,0.00101941,0.00101941
283,91154.3,1.07725,1.02466,0.78341,1.28612,0.76389,0.78758,0.86154,0.53363,0.76112,0.78432,0.84737,0.45374,1.26706,0.90458,0.90814,1.44484,0.000993782,0.000993782,0.000993782
284,91474.9,1.08178,1.04283,0.78292,1.27883,0.76009,0.78805,0.86231,0.53388,0.75694,0.78904,0.84719,0.4537,1.26662,0.90421,0.9075,1.44524,0.000968479,0.000968479,0.000968479
285,91795.1,1.07466,1.01692,0.77864,1.28402,0.76306,0.79116,0.86498,0.53406,0.75536,0.79355,0.84871,0.45483,1.26548,0.90305,0.90593,1.44405,0.000943505,0.000943505,0.000943505
286,92116.7,1.07446,1.04539,0.78768,1.28621,0.76347,0.7924,0.86453,0.53427,0.75947,0.78802,0.84888,0.45554,1.26453,0.90211,0.90454,1.44277,0.000918862,0.000918862,0.000918862
287,92437.4,1.06439,1.03688,0.76459,1.27711,0.75984,0.79438,0.86408,0.53519,0.75236,0.79484,0.84898,0.45557,1.26383,0.90169,0.90284,1.44206,0.000894552,0.000894552,0.000894552
288,92758.7,1.06776,1.01934,0.77692,1.28496,0.75436,0.80063,0.86491,0.53501,0.74681,0.79926,0.84952,0.45654,1.26373,0.90119,0.90112,1.44334,0.000870577,0.000870577,0.000870577
289,93080.2,1.05858,1.0179,0.7564,1.27245,0.7595,0.79553,0.86515,0.53598,0.746,0.79902,0.8504,0.45705,1.26157,0.90062,0.89969,1.44211,0.000846938,0.000846938,0.000846938
290,93402.4,1.07291,1.03582,0.77163,1.27819,0.75531,0.80296,0.86614,0.53687,0.75194,0.79914,0.85142,0.45736,1.25997,0.8989,0.89795,1.44068,0.000823638,0.000823638,0.000823638
291,93722.8,1.06016,1.0216,0.77085,1.28117,0.75257,0.80456,0.86611,0.53782,0.74488,0.80097,0.85155,0.45805,1.25911,0.89832,0.8966,1.44031,0.000800678,0.000800678,0.000800678
292,94045.1,1.06999,1.02445,0.76899,1.27699,0.75785,0.80396,0.8665,0.53773,0.75122,0.80121,0.85438,0.46,1.25891,0.89773,0.89564,1.43972,0.000778061,0.000778061,0.000778061
293,94365.5,1.06874,1.01822,0.77552,1.28009,0.75626,0.80593,0.8661,0.53762,0.75318,0.79865,0.85457,0.45945,1.2592,0.89757,0.89446,1.44001,0.000755788,0.000755788,0.000755788
294,94687.5,1.07232,1.00751,0.78384,1.28378,0.75404,0.80754,0.86618,0.53731,0.75327,0.79686,0.85412,0.45971,1.25802,0.89682,0.89485,1.43947,0.000733861,0.000733861,0.000733861
295,95009.6,1.06272,1.00647,0.77607,1.28223,0.75857,0.80408,0.86651,0.53643,0.75375,0.79653,0.8533,0.45888,1.25738,0.89624,0.89509,1.43923,0.000712282,0.000712282,0.000712282
296,95330.2,1.06947,1.01911,0.77363,1.28384,0.75886,0.80421,0.86729,0.53829,0.75417,0.79488,0.85295,0.4593,1.2555,0.89514,0.89341,1.43755,0.000691052,0.000691052,0.000691052
297,95651.3,1.07149,1.03317,0.7809,1.28453,0.75874,0.8071,0.8677,0.53876,0.75561,0.79641,0.85354,0.46003,1.25416,0.8936,0.89259,1.43634,0.000670173,0.000670173,0.000670173
298,95971.7,1.05572,1.02448,0.7649,1.27159,0.75426,0.81052,0.86631,0.53875,0.75413,0.80034,0.85446,0.46109,1.25363,0.89253,0.8921,1.43623,0.000649648,0.000649648,0.000649648
299,96293.3,1.07218,1.02814,0.77157,1.28164,0.75777,0.80533,0.86649,0.53901,0.75625,0.7973,0.85502,0.46128,1.25289,0.89185,0.89088,1.43566,0.000629477,0.000629477,0.000629477
300,96615.3,1.05469,1.01525,0.77112,1.27038,0.75691,0.80605,0.86695,0.53996,0.75895,0.79387,0.85385,0.46141,1.25156,0.89098,0.8904,1.43413,0.000609661,0.000609661,0.000609661
301,96935.4,1.07261,1.01696,0.77882,1.2822,0.75366,0.80472,0.86603,0.53994,0.75512,0.7969,0.85584,0.46088,1.25013,0.89062,0.88889,1.43299,0.000590204,0.000590204,0.000590204
302,97257.1,1.04344,1.0268,0.75527,1.26069,0.7534,0.80635,0.86574,0.54,0.75321,0.80088,0.8566,0.46119,1.24908,0.89052,0.88911,1.43213,0.000571106,0.000571106,0.000571106
303,97579.2,1.05608,1.00264,0.75774,1.27935,0.75354,0.8054,0.8656,0.5399,0.75241,0.80085,0.8569,0.46101,1.24803,0.88983,0.88888,1.43215,0.000552369,0.000552369,0.000552369
304,97899.9,1.0668,1.00231,0.77399,1.26762,0.75351,0.80353,0.86571,0.54035,0.75732,0.79345,0.85469,0.46148,1.24706,0.88911,0.88833,1.43167,0.000533994,0.000533994,0.000533994
305,98220.3,1.05772,0.99067,0.77323,1.26965,0.75505,0.80061,0.86562,0.54017,0.75686,0.79193,0.8548,0.4612,1.24597,0.88753,0.88825,1.43106,0.000515983,0.000515983,0.000515983
306,98541.1,1.05622,0.99823,0.76057,1.27241,0.75833,0.79875,0.86602,0.54049,0.75812,0.79055,0.85465,0.46158,1.24487,0.88646,0.88799,1.43085,0.000498338,0.000498338,0.000498338
307,98860.6,1.03801,0.98725,0.758,1.26203,0.75831,0.79632,0.86604,0.54111,0.76268,0.7883,0.85711,0.46229,1.244,0.88558,0.88754,1.43062,0.000481059,0.000481059,0.000481059
308,99181.5,1.04589,1.00816,0.74469,1.2654,0.76016,0.79807,0.86697,0.54238,0.76798,0.78629,0.85892,0.46347,1.24265,0.88461,0.88705,1.42943,0.000464148,0.000464148,0.000464148
309,99503.3,1.04793,1,0.75977,1.26816,0.76065,0.79605,0.86553,0.5427,0.75854,0.79184,0.85656,0.46356,1.24193,0.88362,0.88663,1.42885,0.000447606,0.000447606,0.000447606
310,99823,1.05431,1.00738,0.7711,1.27296,0.76939,0.78285,0.86539,0.54297,0.77155,0.78103,0.8582,0.4631,1.24087,0.8829,0.88665,1.42777,0.000431436,0.000431436,0.000431436
311,100144,1.05215,0.99783,0.75089,1.26175,0.7698,0.78276,0.86624,0.54405,0.77161,0.78044,0.85873,0.4647,1.24006,0.88216,0.88547,1.4274,0.000415637,0.000415637,0.000415637
312,100465,1.04389,1.02421,0.75911,1.2647,0.76837,0.7851,0.86596,0.54433,0.77065,0.78088,0.85895,0.46494,1.23931,0.88147,0.88489,1.4271,0.000400212,0.000400212,0.000400212
313,100785,1.0339,0.99444,0.74572,1.25801,0.77143,0.78347,0.86642,0.54463,0.77155,0.78152,0.85999,0.46541,1.23837,0.88054,0.88441,1.42616,0.000385162,0.000385162,0.000385162
314,101114,1.03752,0.99319,0.76143,1.25572,0.77409,0.78264,0.86731,0.54499,0.77195,0.77967,0.85809,0.46536,1.23744,0.87938,0.88416,1.42533,0.000370487,0.000370487,0.000370487
315,101442,1.03605,0.98694,0.74946,1.26274,0.77435,0.78413,0.86768,0.54556,0.7736,0.77812,0.85862,0.46614,1.23665,0.87887,0.88394,1.42444,0.00035619,0.00035619,0.00035619
316,101770,1.03758,1.00534,0.75377,1.26332,0.77262,0.7829,0.86723,0.54553,0.77301,0.77779,0.85929,0.46677,1.2357,0.87777,0.88367,1.42373,0.00034227,0.00034227,0.00034227
317,102096,1.03568,1.00379,0.76109,1.25933,0.77577,0.78089,0.8671,0.54552,0.77666,0.77564,0.85834,0.46648,1.23478,0.87697,0.8837,1.42304,0.00032873,0.00032873,0.00032873
318,102416,1.05219,0.9737,0.76063,1.27762,0.77455,0.78193,0.86709,0.54601,0.77566,0.77746,0.85998,0.46639,1.23361,0.87621,0.88347,1.4221,0.00031557,0.00031557,0.00031557
319,102738,1.04097,0.99061,0.75482,1.2547,0.77471,0.78152,0.86737,0.54589,0.77598,0.77834,0.86073,0.46721,1.23317,0.87537,0.88277,1.42157,0.000302792,0.000302792,0.000302792
320,103057,1.0511,0.9978,0.76069,1.27352,0.7738,0.78555,0.86696,0.54624,0.77187,0.78285,0.85928,0.46702,1.23168,0.87523,0.88277,1.42064,0.000290396,0.000290396,0.000290396
321,103378,1.05301,0.99602,0.76266,1.26286,0.77306,0.78723,0.86742,0.54644,0.77208,0.78396,0.85987,0.46758,1.23111,0.87479,0.8822,1.42036,0.000278384,0.000278384,0.000278384
322,103700,1.0492,0.98189,0.75513,1.26525,0.77297,0.78747,0.86795,0.54692,0.77104,0.78324,0.8593,0.46732,1.23051,0.87397,0.88191,1.41972,0.000266756,0.000266756,0.000266756
323,104020,1.02966,1.00155,0.74465,1.2542,0.77143,0.78972,0.86816,0.54673,0.76979,0.78747,0.86035,0.46755,1.22979,0.87333,0.88169,1.4194,0.000255513,0.000255513,0.000255513
324,104340,1.04008,0.99266,0.75418,1.26216,0.77182,0.7896,0.86834,0.5471,0.77294,0.78622,0.86197,0.46818,1.22943,0.87298,0.88157,1.41886,0.000244657,0.000244657,0.000244657
325,104661,1.03184,0.97954,0.7561,1.26076,0.7732,0.7912,0.86862,0.54708,0.75871,0.79346,0.86102,0.46854,1.22862,0.87246,0.88124,1.41829,0.000234188,0.000234188,0.000234188
326,104981,1.0405,0.98807,0.7498,1.256,0.76451,0.79722,0.86845,0.54789,0.75834,0.79408,0.86121,0.46875,1.2284,0.87202,0.88055,1.41805,0.000224107,0.000224107,0.000224107
327,105301,1.03806,0.9879,0.74506,1.25166,0.76403,0.79833,0.86902,0.54833,0.76026,0.79398,0.86164,0.46869,1.22825,0.87161,0.88008,1.41764,0.000214415,0.000214415,0.000214415
328,105622,1.03639,1.00124,0.75369,1.25804,0.76416,0.79607,0.86773,0.54828,0.76167,0.79285,0.86231,0.46909,1.22771,0.87127,0.87938,1.41754,0.000205112,0.000205112,0.000205112
329,105942,1.04606,0.98575,0.74855,1.26536,0.76384,0.79691,0.86783,0.54818,0.76134,0.79369,0.86192,0.4694,1.22749,0.87106,0.87906,1.41741,0.000196199,0.000196199,0.000196199
330,106263,1.02506,1.00082,0.73503,1.25066,0.76829,0.79294,0.86723,0.5486,0.76714,0.79262,0.86235,0.46964,1.22696,0.87061,0.87932,1.41711,0.000187678,0.000187678,0.000187678
331,106584,1.02829,1.01559,0.74615,1.25854,0.76763,0.79171,0.86759,0.54902,0.76587,0.79128,0.86188,0.46981,1.22711,0.87008,0.8791,1.41713,0.000179549,0.000179549,0.000179549
332,106905,1.03152,1.00383,0.734,1.25568,0.76786,0.79248,0.86764,0.54898,0.76752,0.79127,0.86354,0.47029,1.22659,0.86976,0.8783,1.41667,0.000171811,0.000171811,0.000171811
333,107225,1.03466,0.99468,0.75452,1.26011,0.76467,0.79635,0.86771,0.54934,0.76825,0.79071,0.8636,0.47138,1.22661,0.86933,0.87807,1.41655,0.000164467,0.000164467,0.000164467
334,107545,1.02796,0.98356,0.74895,1.25778,0.77278,0.78779,0.86794,0.54921,0.76555,0.79445,0.86363,0.47133,1.2266,0.86889,0.87734,1.41666,0.000157517,0.000157517,0.000157517
335,107866,1.0427,0.97941,0.74653,1.25285,0.76194,0.7969,0.8679,0.54902,0.76096,0.79512,0.86363,0.47013,1.22658,0.8683,0.87708,1.41651,0.00015096,0.00015096,0.00015096
336,108187,1.01854,0.98489,0.74982,1.25143,0.76239,0.79746,0.86806,0.54913,0.76139,0.79568,0.86368,0.47097,1.22619,0.86806,0.87679,1.41637,0.000144799,0.000144799,0.000144799
337,108508,1.02804,0.99685,0.75333,1.25195,0.76314,0.79851,0.868,0.54895,0.76213,0.79673,0.86386,0.47152,1.22556,0.8676,0.8768,1.41585,0.000139032,0.000139032,0.000139032
338,108827,1.04114,1.00994,0.74957,1.25254,0.76327,0.79816,0.86816,0.54873,0.76456,0.7957,0.86288,0.47173,1.22514,0.86722,0.87652,1.41549,0.000133661,0.000133661,0.000133661
339,109149,1.02508,0.98296,0.7361,1.25129,0.75436,0.80264,0.86819,0.54888,0.77126,0.78748,0.86297,0.47111,1.22518,0.8669,0.87662,1.41537,0.000128687,0.000128687,0.000128687
340,109469,1.02443,1.00725,0.74147,1.24897,0.75461,0.80259,0.8683,0.54951,0.77107,0.7876,0.86294,0.47163,1.22475,0.86657,0.8767,1.41508,0.000124109,0.000124109,0.000124109
341,109745,1.23434,1.00711,0.83883,1.41679,0.75481,0.804,0.86902,0.54929,0.76793,0.79356,0.86546,0.47259,1.22434,0.86593,0.876,1.41438,0.000119927,0.000119927,0.000119927
342,110022,1.23092,0.98999,0.83701,1.4159,0.77291,0.79101,0.86834,0.54978,0.77206,0.78936,0.8644,0.47209,1.22357,0.86583,0.87535,1.41375,0.000116143,0.000116143,0.000116143
343,110300,1.21874,0.98155,0.83545,1.41476,0.77203,0.78975,0.86841,0.54945,0.77158,0.78853,0.8638,0.47189,1.22362,0.86574,0.87522,1.41323,0.000112757,0.000112757,0.000112757
344,110576,1.21844,0.98001,0.83435,1.41435,0.76936,0.79435,0.87011,0.55033,0.77121,0.78807,0.86433,0.47223,1.22307,0.8654,0.87475,1.41299,0.000109768,0.000109768,0.000109768
345,110852,1.22123,0.96679,0.83496,1.42987,0.77091,0.79098,0.87039,0.5507,0.77243,0.78779,0.86457,0.47234,1.22281,0.86518,0.87437,1.41273,0.000107177,0.000107177,0.000107177
346,111129,1.22091,0.99444,0.83938,1.42033,0.76895,0.79447,0.87061,0.55084,0.76817,0.79058,0.86406,0.47219,1.22259,0.86494,0.87341,1.41234,0.000104984,0.000104984,0.000104984
347,111406,1.21267,0.97831,0.83234,1.40793,0.7693,0.79258,0.87104,0.55165,0.77249,0.78891,0.86497,0.47269,1.222,0.86499,0.87266,1.41172,0.00010319,0.00010319,0.00010319
348,111684,1.21582,0.97515,0.82924,1.42008,0.76926,0.79208,0.87102,0.55194,0.76812,0.7903,0.86493,0.47313,1.22134,0.86473,0.87244,1.41118,0.000101795,0.000101795,0.000101795
349,111961,1.21704,0.97446,0.83415,1.41578,0.76935,0.79253,0.87156,0.55212,0.76758,0.79019,0.86464,0.47286,1.22116,0.86412,0.87192,1.41103,0.000100798,0.000100798,0.000100798
350,112239,1.21332,0.95516,0.83214,1.40674,0.75431,0.80583,0.8714,0.5525,0.76451,0.79441,0.86462,0.47347,1.22086,0.8641,0.87129,1.41094,0.000100199,0.000100199,0.000100199
