epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
266,454468,0.93943,0.95687,0.62307,1.10669,0.82167,0.87818,0.93412,0.69371,0.82532,0.88043,0.93606,0.59227,0.94955,0.807,0.64925,1.1275,0.00263132,0.00263132,0.00263132
267,456023,0.94152,0.92014,0.61568,1.10323,0.8221,0.88322,0.93497,0.6951,0.82754,0.88137,0.93608,0.59384,0.94771,0.80584,0.64655,1.1255,0.00259748,0.00259748,0.00259748
268,457722,0.93959,0.92426,0.62216,1.10791,0.82806,0.88047,0.93495,0.69541,0.83763,0.87855,0.93734,0.59568,0.94509,0.80642,0.64415,1.1233,0.00256379,0.00256379,0.00256379
269,459572,0.93639,0.92947,0.61645,1.10303,0.82714,0.87978,0.93582,0.69687,0.8377,0.87677,0.93771,0.59545,0.94113,0.80362,0.64278,1.12067,0.00253024,0.00253024,0.00253024
270,461282,0.93484,0.93299,0.62032,1.10634,0.82874,0.87811,0.93565,0.69809,0.83412,0.87967,0.93755,0.59638,0.93768,0.803,0.64102,1.1188,0.00249686,0.00249686,0.00249686
271,462905,0.93628,0.92812,0.62635,1.10666,0.82918,0.87939,0.93578,0.7,0.83591,0.87679,0.93747,0.59806,0.93389,0.8016,0.63979,1.11715,0.00246363,0.00246363,0.00246363
272,464920,0.93554,0.93002,0.61971,1.10623,0.83487,0.87009,0.93604,0.69877,0.83941,0.87289,0.93688,0.59858,0.93279,0.7992,0.63831,1.11615,0.00243056,0.00243056,0.00243056
273,466710,0.93144,0.9166,0.60889,1.10035,0.84408,0.86879,0.93675,0.70012,0.84827,0.86822,0.93732,0.59862,0.93141,0.79949,0.63665,1.11572,0.00239766,0.00239766,0.00239766
274,468474,0.9296,0.93409,0.61541,1.09774,0.82716,0.88245,0.93658,0.70209,0.84533,0.87441,0.93737,0.59881,0.92905,0.79737,0.63525,1.11456,0.00236491,0.00236491,0.00236491
275,470043,0.92998,0.91904,0.61954,1.09964,0.83854,0.87825,0.93737,0.7029,0.84615,0.87506,0.93825,0.59928,0.9261,0.794,0.63291,1.11226,0.00233234,0.00233234,0.00233234
276,471805,0.91983,0.92413,0.60845,1.09868,0.83752,0.88031,0.93763,0.70518,0.84393,0.87638,0.93867,0.59963,0.92355,0.79126,0.63069,1.11043,0.00229993,0.00229993,0.00229993
277,473728,0.92654,0.8925,0.60141,1.10045,0.84257,0.88056,0.93813,0.7063,0.84304,0.88047,0.93872,0.6008,0.92058,0.78876,0.62876,1.10895,0.00226769,0.00226769,0.00226769
278,475647,0.92005,0.9206,0.60369,1.08954,0.83952,0.8831,0.9385,0.70703,0.84598,0.87913,0.93936,0.60062,0.91836,0.78681,0.62672,1.10746,0.00223562,0.00223562,0.00223562
279,477224,0.91008,0.9201,0.60036,1.09095,0.84366,0.88755,0.93948,0.70896,0.85396,0.8774,0.94077,0.60214,0.91636,0.7846,0.625,1.10585,0.00220372,0.00220372,0.00220372
280,478831,0.9127,0.92621,0.60654,1.09178,0.8481,0.88237,0.93957,0.71142,0.85207,0.88269,0.94016,0.60296,0.91405,0.78274,0.62378,1.10439,0.002172,0.002172,0.002172
281,480656,0.92449,0.92283,0.60444,1.0951,0.84429,0.88514,0.94007,0.71154,0.84981,0.8818,0.94056,0.60441,0.91157,0.78137,0.623,1.10225,0.00214046,0.00214046,0.00214046
282,482410,0.90946,0.91082,0.60373,1.09082,0.84291,0.88338,0.94041,0.71188,0.84812,0.88095,0.94074,0.60522,0.9103,0.77988,0.62071,1.10118,0.0021091,0.0021091,0.0021091
283,484087,0.9031,0.89697,0.59231,1.08277,0.84335,0.88242,0.94105,0.71438,0.84659,0.88243,0.94159,0.60707,0.90768,0.77804,0.61748,1.09958,0.00207792,0.00207792,0.00207792
284,485798,0.9211,0.93034,0.6023,1.09009,0.84534,0.88666,0.94196,0.71633,0.85303,0.87953,0.94195,0.60722,0.90607,0.77641,0.615,1.09813,0.00204692,0.00204692,0.00204692
285,487427,0.90314,0.89219,0.60399,1.09162,0.85399,0.87765,0.94235,0.71694,0.85981,0.87423,0.94196,0.60855,0.90269,0.77512,0.61366,1.0966,0.00201611,0.00201611,0.00201611
286,489255,0.90902,0.90875,0.59277,1.08304,0.85225,0.88065,0.9429,0.71748,0.85558,0.8761,0.94215,0.60905,0.89871,0.77461,0.61275,1.09452,0.00198548,0.00198548,0.00198548
287,490978,0.89852,0.90488,0.59683,1.07814,0.85215,0.87895,0.94289,0.7185,0.85632,0.87525,0.94249,0.60951,0.89705,0.77325,0.61106,1.093,0.00195505,0.00195505,0.00195505
288,492549,0.90736,0.90276,0.60419,1.08903,0.8559,0.87845,0.94308,0.72027,0.85696,0.87702,0.94267,0.61077,0.89477,0.77147,0.61023,1.09136,0.0019248,0.0019248,0.0019248
289,494312,0.90277,0.90096,0.60026,1.07626,0.85406,0.88045,0.9436,0.7228,0.85857,0.87699,0.94277,0.6118,0.89229,0.77011,0.60796,1.08951,0.00189475,0.00189475,0.00189475
290,496018,0.89022,0.87937,0.59338,1.07995,0.85557,0.88135,0.94401,0.72321,0.86009,0.87366,0.94278,0.61239,0.89011,0.76797,0.60661,1.08825,0.00186489,0.00186489,0.00186489
291,497532,0.88855,0.88973,0.59696,1.08454,0.85624,0.88727,0.94437,0.72539,0.85872,0.87771,0.94312,0.61405,0.88636,0.76624,0.60622,1.08623,0.00183523,0.00183523,0.00183523
292,499106,0.89299,0.8876,0.59161,1.08147,0.85805,0.88576,0.9448,0.72749,0.86459,0.87562,0.94377,0.61551,0.884,0.76388,0.60402,1.08485,0.00180577,0.00180577,0.00180577
293,501030,0.89716,0.88066,0.58985,1.08437,0.86233,0.88283,0.94544,0.72824,0.86364,0.87697,0.94395,0.61605,0.88131,0.7619,0.60234,1.08302,0.00177651,0.00177651,0.00177651
294,502802,0.88311,0.89555,0.58623,1.07063,0.8576,0.88574,0.9459,0.7288,0.85955,0.88052,0.94403,0.6178,0.87958,0.76053,0.60052,1.08136,0.00174745,0.00174745,0.00174745
295,504406,0.88395,0.89806,0.58221,1.07149,0.85766,0.88362,0.94597,0.72979,0.85957,0.8805,0.94509,0.61865,0.87782,0.7591,0.59851,1.07991,0.00171859,0.00171859,0.00171859
296,505999,0.88084,0.8911,0.58543,1.06964,0.85894,0.88437,0.94636,0.7303,0.85914,0.87798,0.94443,0.61956,0.87569,0.75887,0.59656,1.07884,0.00168994,0.00168994,0.00168994
297,507673,0.8759,0.88474,0.585,1.07336,0.85678,0.88601,0.94633,0.73111,0.85954,0.87913,0.94472,0.62097,0.87425,0.75763,0.59616,1.07815,0.00166149,0.00166149,0.00166149
298,509497,0.87715,0.88551,0.5737,1.07264,0.85484,0.88721,0.94663,0.7326,0.86553,0.87571,0.94473,0.62105,0.87226,0.75668,0.59457,1.07676,0.00163326,0.00163326,0.00163326
299,511078,0.87993,0.89476,0.58728,1.07273,0.85464,0.88766,0.94679,0.73393,0.86299,0.87585,0.94491,0.62222,0.87037,0.75623,0.59369,1.07548,0.00160523,0.00160523,0.00160523
300,512780,0.87651,0.87537,0.57488,1.0714,0.8523,0.89472,0.94688,0.73492,0.86358,0.87482,0.94484,0.62296,0.86787,0.75503,0.59222,1.07431,0.00157742,0.00157742,0.00157742
301,514813,0.86703,0.87769,0.5785,1.06504,0.85523,0.89355,0.94689,0.73634,0.86342,0.87822,0.94686,0.62294,0.8654,0.75368,0.59078,1.07295,0.00154982,0.00154982,0.00154982
302,516623,0.87078,0.88683,0.58006,1.06898,0.85861,0.88582,0.94684,0.73742,0.86575,0.87605,0.947,0.6241,0.8628,0.75273,0.58937,1.07105,0.00152244,0.00152244,0.00152244
303,518213,0.86862,0.87304,0.57149,1.06313,0.85765,0.88616,0.94693,0.73756,0.86237,0.88156,0.94619,0.62527,0.86026,0.75182,0.58766,1.06986,0.00149527,0.00149527,0.00149527
304,520182,0.87014,0.87963,0.57646,1.06132,0.85737,0.88698,0.94721,0.7396,0.86373,0.87708,0.94642,0.62617,0.85781,0.75034,0.58674,1.06847,0.00146833,0.00146833,0.00146833
305,521866,0.87244,0.89347,0.5768,1.064,0.85933,0.88605,0.94717,0.74032,0.86506,0.87538,0.94632,0.62686,0.85569,0.74944,0.58563,1.06763,0.00144161,0.00144161,0.00144161
306,523791,0.86544,0.88437,0.57963,1.06902,0.85868,0.88357,0.94754,0.74211,0.87011,0.87278,0.94748,0.62805,0.85384,0.74961,0.58523,1.06691,0.0014151,0.0014151,0.0014151
307,525436,0.85308,0.88278,0.5675,1.06368,0.86525,0.87997,0.94779,0.74219,0.86981,0.86919,0.94637,0.62798,0.85188,0.74902,0.58412,1.06607,0.00138883,0.00138883,0.00138883
308,527158,0.87022,0.87901,0.5786,1.06397,0.8637,0.88444,0.94805,0.74248,0.87034,0.87079,0.94691,0.62831,0.84976,0.74816,0.58236,1.06468,0.00136277,0.00136277,0.00136277
309,528954,0.85353,0.88289,0.56469,1.06247,0.86136,0.88552,0.94804,0.74237,0.87338,0.87134,0.94808,0.62961,0.84818,0.74703,0.58067,1.06374,0.00133695,0.00133695,0.00133695
310,530784,0.85916,0.8757,0.5677,1.0608,0.85508,0.8896,0.94786,0.74271,0.87023,0.87406,0.94824,0.62951,0.84599,0.74654,0.57977,1.0628,0.00131136,0.00131136,0.00131136
311,532434,0.86576,0.87904,0.56935,1.06883,0.85733,0.88996,0.94824,0.74376,0.86106,0.8835,0.94739,0.62987,0.84411,0.74628,0.57879,1.0619,0.00128599,0.00128599,0.00128599
312,534189,0.8528,0.8692,0.55716,1.05682,0.85761,0.88849,0.94844,0.74443,0.8608,0.8857,0.94798,0.63062,0.84243,0.74535,0.57779,1.06103,0.00126086,0.00126086,0.00126086
313,535766,0.85007,0.88185,0.56338,1.06132,0.8552,0.89239,0.94857,0.74526,0.86202,0.88809,0.94944,0.63185,0.84084,0.74451,0.57678,1.05991,0.00123596,0.00123596,0.00123596
314,537487,0.84946,0.86272,0.56583,1.05944,0.85995,0.89116,0.94885,0.74553,0.86301,0.88773,0.94894,0.63294,0.83976,0.74345,0.57559,1.05922,0.0012113,0.0012113,0.0012113
315,539222,0.85898,0.85498,0.56026,1.05859,0.85702,0.89464,0.94927,0.74753,0.86651,0.88594,0.94941,0.63372,0.83869,0.74226,0.57408,1.05845,0.00118687,0.00118687,0.00118687
316,541062,0.85366,0.86551,0.55399,1.05354,0.85975,0.89373,0.94948,0.7483,0.86207,0.89272,0.94962,0.6346,0.8374,0.7411,0.57264,1.05745,0.00116268,0.00116268,0.00116268
317,542901,0.85205,0.84767,0.55529,1.05281,0.8566,0.89825,0.94987,0.74895,0.86355,0.89531,0.95098,0.63537,0.83573,0.74059,0.571,1.0565,0.00113873,0.00113873,0.00113873
318,544689,0.83854,0.86402,0.55482,1.04766,0.85848,0.89709,0.95015,0.74906,0.87262,0.88472,0.95121,0.63643,0.8346,0.7398,0.56985,1.05571,0.00111503,0.00111503,0.00111503
319,546390,0.84836,0.87148,0.55581,1.05131,0.8575,0.89955,0.9503,0.74987,0.87839,0.87498,0.94995,0.63682,0.83329,0.73961,0.56859,1.05453,0.00109156,0.00109156,0.00109156
320,548407,0.85605,0.85531,0.5535,1.05565,0.85757,0.90088,0.95028,0.74952,0.8784,0.87829,0.95115,0.63822,0.83168,0.73891,0.56735,1.05341,0.00106834,0.00106834,0.00106834
321,550212,0.84046,0.87183,0.55926,1.05087,0.86211,0.89847,0.95047,0.75022,0.87914,0.87917,0.95172,0.63886,0.82993,0.73808,0.56615,1.05235,0.00104537,0.00104537,0.00104537
322,551976,0.83992,0.85699,0.5524,1.04975,0.86009,0.89821,0.95082,0.75062,0.87441,0.8877,0.95187,0.63914,0.82873,0.73732,0.5653,1.05152,0.00102264,0.00102264,0.00102264
323,553401,0.83016,0.85971,0.54763,1.04255,0.86003,0.89848,0.95121,0.75082,0.87097,0.89255,0.95233,0.63987,0.82647,0.73654,0.56425,1.05032,0.00100016,0.00100016,0.00100016
324,555103,0.83088,0.85111,0.54798,1.04364,0.86239,0.89592,0.95138,0.75155,0.86942,0.89266,0.95265,0.63997,0.82451,0.7358,0.5629,1.04933,0.000977929,0.000977929,0.000977929
325,556729,0.8393,0.85454,0.54828,1.04722,0.86229,0.89803,0.95157,0.75239,0.86979,0.89406,0.95279,0.6395,0.82281,0.73527,0.5621,1.04819,0.000955951,0.000955951,0.000955951
326,558496,0.82853,0.8574,0.54614,1.04768,0.86697,0.89734,0.95192,0.75378,0.87237,0.89514,0.95343,0.64097,0.82115,0.73465,0.56076,1.04725,0.000934225,0.000934225,0.000934225
327,560166,0.83289,0.85311,0.54732,1.04732,0.86777,0.8979,0.9522,0.75463,0.87265,0.89709,0.95333,0.64136,0.81961,0.73392,0.55988,1.04625,0.000912754,0.000912754,0.000912754
328,562057,0.83739,0.8457,0.54614,1.0439,0.86989,0.89869,0.95252,0.75515,0.87368,0.89721,0.95349,0.64246,0.81811,0.73346,0.55904,1.0455,0.000891537,0.000891537,0.000891537
329,563701,0.83668,0.84746,0.55319,1.04428,0.8692,0.89956,0.95277,0.75563,0.87483,0.89777,0.95391,0.64366,0.8168,0.73261,0.55781,1.04495,0.000870577,0.000870577,0.000870577
330,565368,0.82192,0.84796,0.53729,1.04033,0.86863,0.9005,0.95301,0.75716,0.87591,0.89874,0.95426,0.64366,0.81553,0.73225,0.55695,1.04407,0.000849874,0.000849874,0.000849874
331,567234,0.8255,0.85549,0.54088,1.04003,0.86958,0.90133,0.95343,0.75758,0.8776,0.8976,0.95499,0.64501,0.81432,0.73206,0.55589,1.04329,0.000829431,0.000829431,0.000829431
332,568839,0.83128,0.85226,0.53989,1.04222,0.86939,0.90206,0.95358,0.7586,0.87776,0.897,0.95504,0.64407,0.81284,0.73141,0.55507,1.04262,0.000809248,0.000809248,0.000809248
333,570497,0.8286,0.86202,0.54623,1.04372,0.87177,0.90059,0.95392,0.75925,0.87797,0.89724,0.95532,0.64469,0.8116,0.73099,0.55404,1.04192,0.000789327,0.000789327,0.000789327
334,572237,0.82514,0.86259,0.54829,1.04599,0.8727,0.89772,0.95398,0.7608,0.87972,0.89546,0.95549,0.64562,0.81035,0.73043,0.5528,1.04164,0.000769668,0.000769668,0.000769668
335,573969,0.81872,0.8592,0.53651,1.03993,0.87496,0.89542,0.9542,0.76148,0.88039,0.89566,0.95552,0.64678,0.80889,0.73013,0.55182,1.04101,0.000750274,0.000750274,0.000750274
336,575535,0.8149,0.83683,0.54387,1.03765,0.87585,0.89486,0.95438,0.76156,0.88146,0.89444,0.95557,0.64695,0.80765,0.72953,0.5511,1.04029,0.000731145,0.000731145,0.000731145
337,577441,0.82522,0.84319,0.54615,1.04206,0.87753,0.89601,0.95478,0.763,0.88306,0.89471,0.95609,0.64761,0.80645,0.72886,0.55064,1.03949,0.000712282,0.000712282,0.000712282
338,579434,0.80536,0.85574,0.53583,1.03563,0.87739,0.89583,0.95473,0.76358,0.88102,0.8959,0.95611,0.64856,0.80507,0.72826,0.54979,1.03864,0.000693687,0.000693687,0.000693687
339,581147,0.82286,0.84368,0.54184,1.04111,0.87826,0.89545,0.9549,0.76414,0.88162,0.89624,0.95626,0.64886,0.80369,0.72766,0.54867,1.03754,0.00067536,0.00067536,0.00067536
340,582806,0.81642,0.85979,0.53538,1.04016,0.87766,0.89633,0.95503,0.76478,0.88194,0.8966,0.95642,0.64919,0.802,0.72725,0.54767,1.03701,0.000657303,0.000657303,0.000657303
341,584653,0.81482,0.82885,0.5323,1.04324,0.87677,0.89805,0.9552,0.76481,0.87993,0.89815,0.95657,0.64962,0.80044,0.72668,0.54709,1.03615,0.000639518,0.000639518,0.000639518
342,586399,0.81299,0.83316,0.53411,1.03749,0.87715,0.89754,0.95526,0.76554,0.879,0.89854,0.95633,0.65028,0.79932,0.72621,0.54619,1.03544,0.000622004,0.000622004,0.000622004
343,587957,0.80272,0.83784,0.52265,1.03005,0.87839,0.89801,0.95545,0.76577,0.88063,0.89764,0.95682,0.65092,0.79798,0.72571,0.54579,1.03443,0.000604763,0.000604763,0.000604763
344,589858,0.81184,0.8525,0.53707,1.03844,0.87681,0.89835,0.95565,0.76595,0.8802,0.89624,0.9568,0.65194,0.79739,0.72501,0.54466,1.03413,0.000587797,0.000587797,0.000587797
345,591651,0.82272,0.85638,0.5386,1.03975,0.87757,0.89801,0.95604,0.76631,0.88065,0.89571,0.95717,0.65229,0.79592,0.72463,0.5438,1.03327,0.000571106,0.000571106,0.000571106
346,593570,0.8043,0.83541,0.54083,1.03586,0.87693,0.89879,0.95606,0.76749,0.88021,0.89626,0.9572,0.65242,0.79486,0.72401,0.54307,1.03262,0.000554691,0.000554691,0.000554691
347,595260,0.80674,0.84539,0.53519,1.02771,0.87681,0.89641,0.95603,0.7684,0.8812,0.89834,0.95768,0.65288,0.79366,0.72406,0.54259,1.03199,0.000538554,0.000538554,0.000538554
348,597023,0.80529,0.84255,0.53206,1.0375,0.87581,0.8978,0.95611,0.76839,0.882,0.89726,0.95779,0.65272,0.79257,0.72338,0.54249,1.03131,0.000522695,0.000522695,0.000522695
349,598662,0.81003,0.84873,0.53426,1.03213,0.87889,0.89421,0.95607,0.76921,0.88219,0.89652,0.95794,0.65321,0.79169,0.72298,0.54162,1.03059,0.000507115,0.000507115,0.000507115
350,600386,0.80631,0.84218,0.53179,1.03285,0.87856,0.8955,0.95618,0.76964,0.88157,0.89713,0.95801,0.65345,0.791,0.72264,0.54075,1.03025,0.000491815,0.000491815,0.000491815
351,602207,0.80756,0.84143,0.53475,1.03186,0.87812,0.89587,0.95638,0.76978,0.88146,0.89681,0.95816,0.65367,0.78984,0.72224,0.54009,1.0296,0.000476796,0.000476796,0.000476796
352,603907,0.80344,0.83831,0.5331,1.02956,0.87809,0.89555,0.95656,0.7702,0.8817,0.89805,0.95853,0.65423,0.78887,0.7217,0.53988,1.02906,0.00046206,0.00046206,0.00046206
353,605934,0.80127,0.83215,0.52703,1.03475,0.87745,0.89721,0.95654,0.77083,0.88081,0.89776,0.95841,0.65461,0.78794,0.72114,0.53878,1.02846,0.000447606,0.000447606,0.000447606
354,607734,0.79076,0.82184,0.5214,1.02244,0.87804,0.89717,0.95659,0.77075,0.88104,0.89842,0.95855,0.65482,0.78712,0.7206,0.53792,1.02814,0.000433437,0.000433437,0.000433437
355,609452,0.80111,0.81692,0.52665,1.03036,0.87912,0.89644,0.95675,0.77119,0.88196,0.89805,0.95838,0.65518,0.78621,0.72017,0.53723,1.02757,0.000419552,0.000419552,0.000419552
356,611055,0.80495,0.84295,0.52555,1.02641,0.87999,0.89583,0.95677,0.7716,0.88266,0.89789,0.95837,0.65558,0.78547,0.71974,0.53648,1.02713,0.000405953,0.000405953,0.000405953
357,612950,0.80772,0.83159,0.53016,1.03271,0.88013,0.89596,0.95678,0.77187,0.88254,0.89757,0.9584,0.6556,0.78436,0.71971,0.53582,1.02643,0.00039264,0.00039264,0.00039264
358,614776,0.79912,0.82389,0.51992,1.0351,0.88035,0.89674,0.95731,0.77204,0.8835,0.89638,0.95855,0.65569,0.78361,0.71902,0.53507,1.02602,0.000379615,0.000379615,0.000379615
359,616572,0.79733,0.82916,0.52155,1.02935,0.88002,0.89645,0.95738,0.77296,0.88458,0.89499,0.95866,0.65603,0.78257,0.71898,0.53457,1.02524,0.000366877,0.000366877,0.000366877
360,618380,0.80644,0.8267,0.52177,1.02788,0.87958,0.89834,0.95748,0.77313,0.88683,0.89268,0.95856,0.65645,0.78141,0.71829,0.53415,1.02464,0.000354429,0.000354429,0.000354429
361,619966,0.79428,0.83037,0.51896,1.03155,0.88005,0.89738,0.95757,0.77304,0.88521,0.89358,0.95864,0.65654,0.78077,0.71787,0.53341,1.02422,0.00034227,0.00034227,0.00034227
362,621914,0.78458,0.82787,0.51594,1.0266,0.88047,0.89703,0.95774,0.77331,0.88484,0.89595,0.95875,0.65688,0.77994,0.71733,0.53284,1.0238,0.000330402,0.000330402,0.000330402
363,623681,0.79106,0.83586,0.52081,1.02876,0.88327,0.89705,0.95789,0.7737,0.88447,0.89746,0.95887,0.65737,0.77864,0.71692,0.53224,1.02322,0.000318825,0.000318825,0.000318825
364,625378,0.80193,0.83198,0.5329,1.03682,0.88293,0.89619,0.95799,0.7737,0.88494,0.89652,0.95898,0.65708,0.7781,0.71652,0.53194,1.0229,0.000307539,0.000307539,0.000307539
365,627133,0.78791,0.84258,0.52503,1.02377,0.88428,0.89587,0.95803,0.77377,0.88605,0.89661,0.95975,0.65781,0.77725,0.71603,0.53102,1.02243,0.000296546,0.000296546,0.000296546
366,628897,0.79152,0.82575,0.5172,1.02157,0.88354,0.89949,0.95796,0.77465,0.88528,0.89604,0.9589,0.65752,0.77672,0.71578,0.53018,1.02231,0.000285847,0.000285847,0.000285847
367,630553,0.79056,0.81629,0.52394,1.02883,0.88279,0.89939,0.95808,0.77457,0.88874,0.89823,0.95988,0.65766,0.77627,0.71546,0.52943,1.02198,0.000275441,0.000275441,0.000275441
368,632251,0.78954,0.81953,0.51322,1.02522,0.88358,0.89898,0.95806,0.77479,0.88761,0.89827,0.95891,0.65794,0.77546,0.71523,0.52931,1.02154,0.000265329,0.000265329,0.000265329
369,633882,0.79223,0.82022,0.52373,1.02965,0.8832,0.90026,0.9582,0.77511,0.88831,0.89911,0.95991,0.65857,0.77488,0.71487,0.52879,1.02108,0.000255513,0.000255513,0.000255513
370,635754,0.78842,0.82557,0.52323,1.02848,0.88317,0.90064,0.95821,0.77585,0.88861,0.89867,0.96001,0.65863,0.77435,0.71461,0.52876,1.02087,0.000245993,0.000245993,0.000245993
371,637387,0.77888,0.81435,0.51179,1.01704,0.88281,0.89915,0.95821,0.77604,0.88882,0.89768,0.95916,0.65843,0.77401,0.71438,0.52812,1.02059,0.000236769,0.000236769,0.000236769
372,639057,0.7843,0.83629,0.51061,1.02223,0.88248,0.89933,0.95837,0.77636,0.88922,0.89692,0.95934,0.65925,0.77331,0.71411,0.52793,1.02021,0.000227842,0.000227842,0.000227842
373,640776,0.79312,0.82286,0.52593,1.03195,0.88248,0.89847,0.9584,0.7771,0.88984,0.89619,0.9594,0.66017,0.773,0.71385,0.52803,1.02002,0.000219212,0.000219212,0.000219212
374,642707,0.78898,0.81847,0.52185,1.02332,0.88357,0.89711,0.95848,0.77712,0.88849,0.89666,0.95951,0.66057,0.77221,0.7135,0.52786,1.01959,0.00021088,0.00021088,0.00021088
375,644568,0.77729,0.82911,0.51201,1.02708,0.88086,0.9006,0.95857,0.77702,0.88879,0.89792,0.9596,0.66094,0.77162,0.7134,0.52739,1.01913,0.000202847,0.000202847,0.000202847
376,646247,0.77078,0.8149,0.51021,1.01666,0.88066,0.90046,0.95871,0.77742,0.88851,0.89837,0.95971,0.66074,0.77117,0.71298,0.52702,1.01893,0.000195113,0.000195113,0.000195113
377,648045,0.79642,0.81755,0.52344,1.02997,0.88141,0.90038,0.95877,0.77754,0.8888,0.89619,0.95979,0.66074,0.77076,0.71282,0.52626,1.01875,0.000187678,0.000187678,0.000187678
378,649754,0.78563,0.83708,0.51875,1.02144,0.88178,0.90018,0.95881,0.77763,0.88934,0.89892,0.96066,0.66139,0.77033,0.71272,0.52607,1.01846,0.000180543,0.000180543,0.000180543
379,651353,0.79235,0.8286,0.51466,1.02356,0.8816,0.90024,0.95895,0.77827,0.88921,0.89747,0.96075,0.66121,0.76977,0.71225,0.52573,1.01826,0.000173709,0.000173709,0.000173709
380,653059,0.79427,0.83036,0.52695,1.02704,0.88181,0.90011,0.95897,0.77827,0.88921,0.89747,0.96077,0.66178,0.76915,0.71218,0.52539,1.018,0.000167175,0.000167175,0.000167175
381,654810,0.78451,0.82511,0.51663,1.02342,0.88178,0.90028,0.95902,0.77785,0.88876,0.89589,0.96054,0.66143,0.76871,0.71198,0.52533,1.01774,0.000160943,0.000160943,0.000160943
382,656509,0.79038,0.82845,0.51711,1.02197,0.88536,0.89709,0.95906,0.7785,0.88944,0.89746,0.96085,0.66216,0.76813,0.71177,0.52507,1.01748,0.000155012,0.000155012,0.000155012
383,658248,0.78795,0.83073,0.51953,1.02525,0.88583,0.89664,0.95908,0.77854,0.88908,0.89796,0.96092,0.66305,0.76807,0.71161,0.52478,1.01732,0.000149383,0.000149383,0.000149383
384,659930,0.78439,0.82262,0.51775,1.02351,0.88633,0.89619,0.95913,0.77906,0.88821,0.89631,0.96064,0.66234,0.7676,0.71144,0.52467,1.01703,0.000144056,0.000144056,0.000144056
385,661610,0.77088,0.82443,0.5092,1.01617,0.88158,0.90197,0.95912,0.77878,0.88854,0.89553,0.95992,0.66248,0.76703,0.71125,0.52456,1.01677,0.000139032,0.000139032,0.000139032
386,663325,0.78304,0.82311,0.51019,1.0235,0.88606,0.89604,0.95917,0.77885,0.88815,0.8957,0.96068,0.66287,0.76635,0.71071,0.52403,1.01644,0.000134311,0.000134311,0.000134311
387,665023,0.78948,0.82468,0.51844,1.02102,0.88372,0.89966,0.95924,0.77915,0.88901,0.89594,0.96071,0.6627,0.76616,0.71054,0.52402,1.01623,0.000129893,0.000129893,0.000129893
388,666795,0.78506,0.83089,0.52048,1.01949,0.88472,0.89841,0.95925,0.7787,0.88851,0.89498,0.96073,0.66275,0.76584,0.71089,0.52363,1.01596,0.000125779,0.000125779,0.000125779
389,668766,0.77255,0.81923,0.50927,1.0195,0.8859,0.8989,0.9596,0.77992,0.88891,0.89513,0.96079,0.66309,0.76551,0.71021,0.52366,1.01577,0.000121968,0.000121968,0.000121968
390,670522,0.7754,0.81219,0.50874,1.02216,0.88705,0.89537,0.95929,0.7796,0.89318,0.89277,0.96075,0.66311,0.76519,0.71007,0.52316,1.01557,0.000118462,0.000118462,0.000118462
391,672339,0.93683,0.84217,0.59854,1.11287,0.8877,0.89445,0.95955,0.7795,0.89004,0.89451,0.96071,0.66428,0.76497,0.70988,0.52319,1.01548,0.000115259,0.000115259,0.000115259
392,674181,0.9292,0.83871,0.60062,1.11228,0.8882,0.89469,0.95959,0.78013,0.89118,0.89372,0.96072,0.66392,0.76471,0.70963,0.52312,1.01559,0.000112361,0.000112361,0.000112361
393,675788,0.91778,0.84473,0.59365,1.11231,0.88774,0.89448,0.95962,0.77929,0.89124,0.89244,0.96012,0.66384,0.76479,0.70952,0.52321,1.01572,0.000109768,0.000109768,0.000109768
394,677584,0.89702,0.8089,0.58102,1.09378,0.88687,0.89633,0.95959,0.77985,0.89105,0.89228,0.96028,0.66379,0.76447,0.7093,0.52295,1.01547,0.000107479,0.000107479,0.000107479
395,679178,0.8992,0.81887,0.5793,1.09569,0.8883,0.89698,0.95965,0.77986,0.89237,0.89093,0.96033,0.66318,0.76445,0.70926,0.52299,1.0154,0.000105495,0.000105495,0.000105495
396,680804,0.89329,0.82102,0.57511,1.09502,0.88865,0.89706,0.95955,0.78004,0.89132,0.89245,0.96024,0.66372,0.76462,0.7097,0.52273,1.01539,0.000103816,0.000103816,0.000103816
397,682341,0.88227,0.80215,0.57574,1.09013,0.88867,0.89484,0.95956,0.77975,0.89062,0.8926,0.96022,0.66371,0.76441,0.70961,0.52278,1.01527,0.000102443,0.000102443,0.000102443
398,684040,0.89245,0.81547,0.57682,1.0907,0.88946,0.89543,0.95958,0.77992,0.89051,0.89293,0.96022,0.66364,0.76419,0.7091,0.52293,1.01531,0.000101374,0.000101374,0.000101374
399,685694,0.8954,0.81421,0.57317,1.09513,0.88882,0.89548,0.95958,0.77976,0.89298,0.88994,0.96021,0.66345,0.7648,0.70893,0.52284,1.01554,0.000100611,0.000100611,0.000100611
